ID;DNI;Ideconomico;Ingresos;GastosMensuales;Balance
879;32900902;978;2627;1340;1287
880;32985482;979;2433;1047;1386
881;40327723;980;2672;1043;1629
882;80205914;981;1592;749;843
883;17929329;982;2585;1060;1525
884;32989969;983;1930;772;1158
885;32936612;984;2890;1214;1676
886;44473511;985;2072;829;1243
887;40739131;986;1857;910;947
888;40268807;987;1586;793;793
889;32734019;988;2160;972;1188
890;32938600;989;1424;613;811
891;32985362;990;757;349;408
892;42396097;991;663;319;344
893;32935001;992;963;424;539
894;32934323;993;783;353;430
895;32936138;994;1448;652;796
896;32936573;995;1229;541;688
897;32355553;996;1228;578;650
898;42489620;997;1076;431;645
899;41664046;998;1107;521;586
900;32834406;999;1315;513;802
901;1001507;1000;842;421;421
902;32897441;1001;1174;494;680
903;32902421;1002;961;395;566
904;32902207;1003;1393;572;821
905;32936988;1004;959;442;517
906;40679044;1005;754;317;437
907;32734363;1006;1248;562;686
908;41480628;1007;962;481;481
909;32938439;1008;549;220;329
910;7045105;1009;1348;621;727
911;32937213;1010;1158;533;625
912;32985305;1011;508;239;269
913;40036831;1012;1416;581;835
914;32734285;1013;612;264;348
915;43572143;1014;750;293;457
916;71397663;1015;2628;1236;1392
917;32935828;1016;2104;1010;1094
918;41779756;1017;1579;711;868
919;47322234;1018;1724;742;982
920;32936512;1019;1701;698;1003
921;32909412;1020;1552;637;915
922;46489092;1021;1781;909;872
923;10778784;1022;2313;1134;1179
924;43309246;1023;2056;926;1130
925;32985271;1024;1728;726;1002
926;17853667;1025;1962;942;1020
927;32937537;1026;2255;1128;1127
928;71397665;1027;2454;1007;1447
929;32836275;1028;1563;610;953
930;48074171;1029;2035;835;1200
931;7646880;1030;2904;1336;1568
932;32900457;1031;2566;1130;1436
933;46917324;1032;2708;1111;1597
934;32937235;1033;1967;1004;963
935;32948081;1034;1639;672;967
936;32897922;1035;2711;1248;1463
937;32951408;1036;2173;1109;1064
938;40958782;1037;1819;910;909
939;32829453;1038;2091;983;1108
940;43133555;1039;2240;1120;1120
941;32946471;1040;2159;929;1230
942;32954005;1041;1821;856;965
943;42887109;1042;2585;1034;1551
944;41087091;1043;2619;1205;1414
945;32983172;1044;1663;682;981
946;80281746;1045;1584;808;776
947;32869831;1046;2043;920;1123
948;32541251;1047;2506;1078;1428
949;32953491;1048;1600;800;800
950;32819618;1049;2174;870;1304
951;43359650;1050;2446;1028;1418
952;41742408;1051;1594;638;956
953;32978644;1052;1788;787;1001
954;32965024;1053;1836;753;1083
955;16133993;1054;2014;806;1208
956;32930687;1055;1594;782;812
957;32863199;1056;2225;890;1335
958;32828532;1057;2177;871;1306
959;32854103;1058;2687;1075;1612
960;32858043;1059;1918;787;1131
961;32861387;1060;1042;417;625
962;32823012;1061;1387;597;790
963;32828067;1062;1267;583;684
964;32863284;1063;736;354;382
965;32862993;1064;604;242;362
966;32778784;1065;1205;543;662
967;32914752;1066;1107;432;675
968;32859694;1067;1447;608;839
969;32732463;1068;1317;633;684
970;32846481;1069;1313;631;682
971;32806145;1070;557;285;272
972;32797090;1071;699;273;426
973;32929891;1072;1303;626;677
974;32865668;1073;1214;474;740
975;32795553;1074;1126;563;563
976;32990326;1075;570;251;319
977;42654963;1076;745;336;409
978;32899403;1077;1220;574;646
979;32959804;1078;916;413;503
980;32865518;1079;1472;604;868
981;32836806;1080;899;396;503
982;32786807;1081;958;441;517
983;32808469;1082;982;393;589
984;32968560;1083;644;322;322
985;32930936;1084;1488;759;729
986;40963647;1085;940;470;470
987;32777085;1086;2619;1100;1519
988;33259950;1087;2723;1226;1497
989;32819498;1088;2739;1370;1369
990;32921097;1089;2843;1308;1535
991;32847811;1090;2608;1018;1590
992;32916761;1091;2583;1060;1523
993;32847510;1092;2659;1064;1595
994;16515637;1093;2852;1312;1540
995;32737414;1094;1693;779;914
996;32842480;1095;1996;959;1037
997;40443136;1096;2789;1423;1366
998;8540495;1097;2256;1038;1218
999;32843524;1098;2320;1044;1276
1000;32735370;1099;2523;1212;1311
1001;32781627;1100;2878;1152;1726
1002;32919051;1101;2696;1160;1536
1003;32905481;1102;2880;1440;1440
1004;32968383;1103;2557;1100;1457
1005;32839545;1104;2445;1174;1271
1006;32795059;1105;2167;1041;1126
1007;6437828;1106;1513;727;786
1008;32836082;1107;1797;719;1078
1009;32960225;1108;2641;1163;1478
1010;32784573;1109;1516;698;818
1011;32945522;1110;2168;1019;1149
1012;32977384;1111;2561;1076;1485
1013;32735061;1112;1877;733;1144
1014;32835466;1113;2394;1054;1340
1015;32957127;1114;1572;739;833
1016;16620452;1115;1572;802;770
1017;32801985;1116;2813;1266;1547
1018;32772558;1117;1889;926;963
1019;42034726;1118;1981;773;1208
1020;32823037;1119;2874;1150;1724
1021;41360215;1120;2057;844;1213
1022;32263032;1121;2272;909;1363
1023;32907392;1122;2936;1146;1790
1024;43411507;1123;1351;649;702
1025;33262553;1124;1463;717;746
1026;32963599;1125;652;268;384
1027;32407460;1126;965;435;530
1028;45158177;1127;1054;443;611
1029;45484115;1128;536;215;321
1030;41881836;1129;1424;670;754
1031;2829510;1130;1151;484;667
1032;9641369;1131;779;335;444
1033;46116878;1132;1450;580;870
1034;32799574;1133;1363;587;776
1035;32869043;1134;1150;552;598
1036;41929659;1135;926;445;481
1037;32737085;1136;1465;718;747
1038;40803549;1137;1087;457;630
1039;32888429;1138;890;365;525
1040;73540458;1139;935;374;561
1041;32952525;1140;1221;623;598
1042;42536948;1141;1375;688;687
1043;32927594;1142;1294;544;750
1044;32970728;1143;719;360;359
1045;18114847;1144;1370;603;767
1046;32789650;1145;1308;537;771
1047;46205774;1146;2197;923;1274
1048;47161907;1147;2783;1253;1530
1049;8854586;1148;1577;757;820
1050;32794944;1149;2855;1371;1484
1051;32843388;1150;1936;852;1084
1052;32818154;1151;1765;759;1006
1053;32952263;1152;2327;1117;1210
1054;46416131;1153;2582;1162;1420
1055;33262634;1154;2705;1137;1568
1056;32809309;1155;1293;621;672
1057;76183580;1156;519;208;311
1058;70551653;1157;1245;561;684
1059;32772085;1158;970;379;591
1060;32970785;1159;1419;582;837
1061;70525036;1160;1328;611;717
1062;45623473;1161;1341;604;737
1063;32972590;1162;925;435;490
1064;44642139;1163;1255;515;740
1065;80331783;1164;1268;533;735
1066;32920717;1165;629;302;327
1067;32830087;1166;814;318;496
1068;32794571;1167;913;393;520
1069;41632562;1168;1127;463;664
1070;32733848;1169;560;219;341
1071;47349268;1170;1331;533;798
1072;32845959;1171;1339;643;696
1073;75736122;1172;1186;487;699
1074;32966343;1173;591;296;295
1075;71041945;1174;1366;629;737
1076;62752617;1175;931;382;549
1077;48777665;1176;511;261;250
1078;32905340;1177;1902;951;951
1079;32961979;1178;2189;986;1203
1080;32864764;1179;2085;855;1230
1081;32798365;1180;1884;735;1149
1082;32132186;1181;1639;689;950
1083;32951864;1182;2937;1352;1585
1084;32977672;1183;1500;675;825
1085;18861065;1184;2369;1067;1302
1086;32861137;1185;2133;918;1215
1087;43014448;1186;2404;1178;1226
1088;32951537;1187;2985;1194;1791
1089;32761668;1188;1780;801;979
1090;44158051;1189;1620;665;955
1091;33264399;1190;1929;888;1041
1092;32927592;1191;1633;752;881
1093;42641779;1192;1992;857;1135
1094;44555891;1193;1593;638;955
1095;32887354;1194;2906;1483;1423
1096;32739620;1195;2106;1075;1031
1097;32811054;1196;2511;1105;1406
1098;41601414;1197;2431;1167;1264
1099;18052240;1198;2748;1265;1483
1100;32920412;1199;2454;1031;1423
1101;32887853;1200;1788;769;1019
1102;32860312;1201;2252;879;1373
1103;45098343;1202;2328;1118;1210
1104;32982046;1203;1984;854;1130
1105;32798218;1204;1644;691;953
1106;44237902;1205;2629;1184;1445
1107;32851791;1206;2766;1218;1548
1108;32986951;1207;2217;932;1285
1109;44867501;1208;2344;1102;1242
1110;32762883;1209;1990;777;1213
1111;32953951;1210;2144;901;1243
1112;32828357;1211;2257;903;1354
1113;43147064;1212;1969;827;1142
1114;32904952;1213;2048;1004;1044
1115;32858744;1214;2239;986;1253
1116;32911439;1215;2955;1448;1507
1117;41252546;1216;1940;893;1047
1118;32842965;1217;1606;771;835
1119;33260928;1218;2795;1174;1621
1120;32783592;1219;2417;1161;1256
1121;32937083;1220;2724;1308;1416
1122;32850509;1221;1511;696;815
1123;32959013;1222;2406;963;1443
1124;32927356;1223;2890;1388;1502
1125;45268515;1224;2728;1174;1554
1126;43163563;1225;1806;705;1101
1127;33261272;1226;2362;1087;1275
1128;32776205;1227;2124;1020;1104
1129;32736828;1228;2395;1174;1221
1130;32789564;1229;1589;747;842
1131;32933816;1230;1373;660;713
1132;32542781;1231;588;247;341
1133;42928772;1232;578;226;352
1134;41083110;1233;750;375;375
1135;44688948;1234;514;247;267
1136;32769420;1235;1082;498;584
1137;32850867;1236;726;327;399
1138;32907376;1237;1484;742;742
1139;41217970;1238;1493;687;806
1140;18199079;1239;571;240;331
1141;32781694;1240;1341;537;804
1142;32839224;1241;1195;514;681
1143;32925970;1242;1083;488;595
1144;32804368;1243;630;297;333
1145;32132963;1244;1488;715;773
1146;32960538;1245;1138;467;671
1147;32868758;1246;688;310;378
1148;40110600;1247;1251;551;700
1149;32737162;1248;1418;596;822
1150;32819286;1249;1240;558;682
1151;2151326;1250;871;401;470
1152;32842841;1251;1143;469;674
1153;32840486;1252;1301;599;702
1154;32927992;1253;651;313;338
1155;32869100;1254;2230;1026;1204
1156;32834134;1255;2559;1024;1535
1157;32785021;1256;2553;1149;1404
1158;32779843;1257;1837;901;936
1159;32825550;1258;2821;1270;1551
1160;32816399;1259;2037;836;1201
1161;32983298;1260;2376;1117;1259
1162;32790213;1261;2069;911;1158
1163;6928747;1262;2000;940;1060
1164;18032944;1263;2210;907;1303
1165;32739855;1264;2412;1038;1374
1166;32789671;1265;2850;1311;1539
1167;32957801;1266;1925;770;1155
1168;32821074;1267;2079;915;1164
1169;32929556;1268;2008;1004;1004
1170;41190205;1269;1679;790;889
1171;32925285;1270;2745;1181;1564
1172;32828435;1271;2070;891;1179
1173;32830076;1272;1413;594;819
1174;32914861;1273;581;291;290
1175;44472262;1274;816;343;473
1176;45774762;1275;1155;509;646
1177;46544975;1276;1000;390;610
1178;45391504;1277;1045;533;512
1179;80388118;1278;608;250;358
1180;32738159;1279;500;205;295
1181;44505201;1280;624;294;330
1182;32835150;1281;1482;608;874
1183;32799995;1282;1095;537;558
1184;32898177;1283;1292;569;723
1185;32934602;1284;540;222;318
1186;32935178;1285;543;245;298
1187;32934271;1286;1451;726;725
1188;32938454;1287;626;307;319
1189;32734378;1288;1133;556;577
1190;32935924;1289;1481;756;725
1191;17919453;1290;1044;502;542
1192;32896060;1291;1067;470;597
1193;32937002;1292;1109;533;576
1194;32937464;1293;591;284;307
1195;32934431;1294;964;386;578
1196;32900729;1295;1347;553;794
1197;32937248;1296;2141;1050;1091
1198;32863191;1297;2736;1314;1422
1199;32985533;1298;1900;817;1083
1200;40826492;1299;2809;1293;1516
1201;32936256;1300;2743;1125;1618
1202;32934239;1301;2265;1110;1155
1203;41139808;1302;1963;923;1040
1204;32890350;1303;2674;1070;1604
1205;32937203;1304;2506;1103;1403
1206;40327706;1305;2137;834;1303
1207;32543060;1306;2726;1091;1635
1208;32947810;1307;2505;1203;1302
1209;41596342;1308;1687;861;826
1210;32891435;1309;2436;1121;1315
1211;32971775;1310;2557;1049;1508
1212;32949488;1311;2561;1127;1434
1213;32936028;1312;2701;1081;1620
1214;41778679;1313;1723;690;1033
1215;40256433;1314;1523;686;837
1216;45670126;1315;1361;627;734
1217;32935492;1316;1016;417;599
1218;32935932;1317;608;298;310
1219;32833134;1318;783;329;454
1220;32936561;1319;1125;552;573
1221;32964385;1320;1137;580;557
1222;32934185;1321;1333;680;653
1223;32948379;1322;787;315;472
1224;32948640;1323;1445;709;736
1225;32937003;1324;919;442;477
1226;32734123;1325;600;264;336
1227;32875941;1326;562;259;303
1228;32875811;1327;929;428;501
1229;32936403;1328;1229;492;737
1230;32936492;1329;666;307;359
1231;32934202;1330;783;337;446
1232;45032218;1331;1087;457;630
1233;48385009;1332;994;468;526
1234;40518596;1333;871;349;522
1235;73479888;1334;608;256;352
1236;40095020;1335;1151;518;633
1237;40382053;1336;1373;673;700
1238;32922645;1337;2740;1288;1452
1239;44791116;1338;1265;532;733
1240;41180029;1339;1487;670;817
1241;40507510;1340;1316;553;763
1242;32975185;1341;1104;464;640
1243;32817884;1342;901;424;477
1244;32916286;1343;1113;490;623
1245;32866489;1344;638;249;389
1246;7516733;1345;989;505;484
1247;32768399;1346;1117;514;603
1248;32940445;1347;1077;517;560
1249;32790110;1348;1436;618;818
1250;32923242;1349;1071;482;589
1251;41372219;1350;662;305;357
1252;42045149;1351;566;227;339
1253;43150315;1352;1315;553;762
1254;41732399;1353;937;413;524
1255;42412659;1354;502;221;281
1256;42292558;1355;1245;548;697
1257;32790048;1356;946;436;510
1258;32981806;1357;1182;509;673
1259;32823156;1358;1268;584;684
1260;32979554;1359;884;389;495
1261;32857648;1360;539;270;269
1262;32945202;1361;1613;791;822
1263;45029041;1362;2575;1030;1545
1264;40020482;1363;2833;1219;1614
1265;43885362;1364;1566;674;892
1266;80251411;1365;2752;1321;1431
1267;40779432;1366;2277;911;1366
1268;32807511;1367;1663;799;864
1269;46957244;1368;2351;1011;1340
1270;46662903;1369;2810;1181;1629
1271;32957515;1370;2684;1342;1342
1272;42821199;1371;2241;897;1344
1273;32907565;1372;2037;938;1099
1274;32932315;1373;2666;1333;1333
1275;32929919;1374;1951;917;1034
1276;32981719;1375;1726;743;983
1277;40342726;1376;1922;923;999
1278;80194561;1377;2258;904;1354
1279;32810576;1378;2399;1032;1367
1280;8968577;1379;2451;981;1470
1281;45370320;1380;1530;689;841
1282;32785235;1381;1985;894;1091
1283;44332361;1382;2538;1168;1370
1284;33676336;1383;2176;958;1218
1285;44004608;1384;2431;1094;1337
1286;46152029;1385;2821;1411;1410
1287;44997729;1386;1904;838;1066
1288;40754930;1387;2960;1244;1716
1289;32909085;1388;2573;1055;1518
1290;3650904;1389;2144;1051;1093
1291;32785148;1390;2856;1314;1542
1292;40527668;1391;1646;791;855
1293;32887850;1392;860;396;464
1294;41438703;1393;1295;544;751
1295;32776928;1394;1462;600;862
1296;32823024;1395;1295;531;764
1297;32932712;1396;709;277;432
1298;19084129;1397;582;251;331
1299;47702905;1398;1403;562;841
1300;44661582;1399;1463;630;833
1301;32764147;1400;1292;556;736
1302;44201836;1401;1236;606;630
1303;48740823;1402;1204;590;614
1304;32965936;1403;1401;673;728
1305;48498647;1404;1195;598;597
1306;41929176;1405;1295;557;738
1307;71477121;1406;1404;632;772
1308;45728281;1407;941;443;498
1309;46577836;1408;890;419;471
1310;41639289;1409;905;381;524
1311;70180787;1410;1105;487;618
1312;48363578;1411;530;265;265
1313;32959032;1412;1108;554;554
1314;32961102;1413;860;439;421
1315;32907422;1414;753;377;376
1316;32786140;1415;1040;500;540
1317;74465536;1416;634;298;336
1318;32956785;1417;1326;610;716
1319;32931238;1418;658;336;322
1320;32990536;1419;1084;521;563
1321;30182352;1420;916;440;476
1322;32830669;1421;1354;596;758
1323;32914326;1422;1461;702;759
1324;32955924;1423;1407;591;816
1325;32833877;1424;559;274;285
1326;32839705;1425;1238;496;742
1327;41652628;1426;1131;577;554
1328;40639688;1427;1019;418;601
1329;32806638;1428;678;272;406
1330;32932972;1429;898;369;529
1331;32732706;1430;777;311;466
1332;32983494;1431;703;345;358
1333;7248780;1432;673;337;336
1334;32959031;1433;642;289;353
1335;41941388;1434;612;282;330
1336;40088752;1435;754;302;452
1337;33260770;1436;653;268;385
1338;32917408;1437;1233;506;727
1339;32945470;1438;839;420;419
1340;32736662;1439;1023;471;552
1341;32916027;1440;1023;481;542
1342;32760265;1441;833;425;408
1343;32966041;1442;1472;678;794
1344;32869813;1443;853;410;443
1345;32851557;1444;1024;420;604
1346;32794951;1445;1497;689;808
1347;80260610;1446;1096;538;558
1348;32953672;1447;669;281;388
1349;32766813;1448;518;208;310
1350;45212721;1449;553;266;287
1351;32959095;1450;758;379;379
1352;33260133;1451;600;246;354
1353;40349642;1452;887;417;470
1354;33258507;1453;1270;534;736
1355;10566011;1454;1438;576;862
1356;42654990;1455;1039;499;540
1357;43242967;1456;776;342;434
1358;70859641;1457;899;387;512
1359;41590290;1458;1122;539;583
1360;6226369;1459;663;332;331
1361;47700315;1460;631;310;321
1362;73312824;1461;1286;579;707
1363;32919072;1462;731;359;372
1364;43571867;1463;1425;585;840
1365;43961423;1464;1444;578;866
1366;72209390;1465;706;283;423
1367;74325217;1466;633;279;354
1368;32774284;1467;639;314;325
1369;40551035;1468;1135;523;612
1370;42518378;1469;1310;577;733
1371;32821678;1470;727;357;370
1372;32770971;1471;1335;548;787
1373;45640881;1472;1169;573;596
1374;40437557;1473;1069;439;630
1375;32803278;1474;1327;664;663
1376;41579335;1475;573;264;309
1377;46353815;1476;1245;611;634
1378;41061794;1477;793;373;420
1379;75421291;1478;1418;582;836
1380;32844152;1479;1395;614;781
1381;17869427;1480;1256;541;715
1382;17860100;1481;770;370;400
1383;32803598;1482;916;449;467
1384;32873078;1483;1143;526;617
1385;32867781;1484;1403;590;813
1386;32797988;1485;1289;529;760
1387;32826625;1486;1313;644;669
1388;32933453;1487;902;370;532
1389;32932451;1488;635;261;374
1390;32822881;1489;750;315;435
1391;32803761;1490;944;463;481
1392;33261598;1491;639;307;332
1393;17871594;1492;979;402;577
1394;32733572;1493;1231;604;627
1395;32966045;1494;527;238;289
1396;32847714;1495;661;331;330
1397;32989131;1496;665;273;392
